district,school,enroll,dtap_pct_vac,dtap_partial,dtap_nonmedical,dtap_medical,polio_pct,polio_partial,polio_nonmedical,polio_medical,mmr_pct,mmr_partial,mmr_nonmedical,mmr_medical,hepb_pct,hepb_partial,hepb_nonmedical,hepb_medical,varicella_pct,varicella_partial,varicella_diseasehistory,varicella_nonmedical,varicella_medical,tdap_pct,tdap_nodoses,tdap_nonmedical,tdap_medical,meningococcal_pct,meningococcal_nodoses,meningococcal_nonmedical,meningococcal_medical,notes
VENTURE ACADEMY,VENTURE ACADEMY,64,0.9844,0.0156,0.0000,0.0000,0.8594,0.1406,0.0000,0.0000,0.8594,0.1406,0.0000,0.0000,0.8594,0.1406,0.0000,0.0000,0.8594,0.1406,0.0000,0.0000,0.0000,0.8125,0.1875,0.0000,0.0000,0.7656,0.2344,0.0000,0.0000,
BEACON ACADEMY,BEACON ACADEMY,51,0.8627,0.0000,0.1373,0.0000,0.8627,0.0000,0.1373,0.0000,0.8627,0.0000,0.1373,0.0000,0.8627,0.0000,0.1373,0.0000,0.8431,0.0000,0.0196,0.1373,0.0000,0.8235,0.0392,0.1373,0.0000,0.8235,0.0392,0.1373,0.0000,
HILL CITY,HILL CITY MIDDLE SCHOOL,22,0.9091,0.0000,0.0909,0.0000,0.9091,0.0000,0.0909,0.0000,0.8636,0.0000,0.0909,0.0455,0.9091,0.0000,0.0909,0.0000,0.8636,0.0000,0.0000,0.0909,0.0455,0.8182,0.1818,0.0000,0.0000,0.7273,0.2727,0.0000,0.0000,
ST. ANTHONY-NEW BRIGHTON,ST CHARLES BORROMEO,22,0.8636,0.1364,0.0000,0.0000,0.8636,0.1364,0.0000,0.0000,0.8636,0.1364,0.0000,0.0000,0.8636,0.1364,0.0000,0.0000,0.8636,0.1364,0.0000,0.0000,0.0000,0.4545,0.5455,0.0000,0.0000,0.4545,0.5455,0.0000,0.0000,
CHASKA,CHAPEL HILL ACADEMY,37,0.8919,0.0000,0.1081,0.0000,0.8919,0.0000,0.1081,0.0000,0.8649,0.0000,0.1081,0.0270,0.9459,0.0000,0.0541,0.0000,0.8108,0.0000,0.0270,0.1351,0.0270,0.8919,0.0000,0.1081,0.0000,0.8378,0.0000,0.1622,0.0000,
HOPKINS,INTERNATIONAL SCHOOL OF MINNESOTA,15,0.8667,0.0000,0.1333,0.0000,0.9333,0.0000,0.0667,0.0000,0.8667,0.0000,0.1333,0.0000,0.8667,0.0000,0.1333,0.0000,0.9333,0.0000,0.0000,0.0667,0.0000,0.8667,0.0000,0.1333,0.0000,0.8000,0.0667,0.1333,0.0000,
WEST SIDE SUMMIT CHARTER SCHOOL,WEST SIDE SUMMIT CHARTER SCHOOL,15,1.0000,0.0000,0.0000,0.0000,0.8667,0.1333,0.0000,0.0000,0.8667,0.1333,0.0000,0.0000,0.8667,0.1333,0.0000,0.0000,0.8667,0.1333,0.0000,0.0000,0.0000,0.9333,0.0667,0.0000,0.0000,0.8667,0.1333,0.0000,0.0000,
TREKNORTH HIGH SCHOOL,TREKNORTH JR. & SR. HIGH SCHOOL,38,0.8947,0.0000,0.1053,0.0000,0.8684,0.0263,0.1053,0.0000,0.8684,0.0263,0.1053,0.0000,0.8421,0.0263,0.1316,0.0000,0.8421,0.0263,0.0263,0.1053,0.0000,0.7895,0.1053,0.1053,0.0000,0.8158,0.0789,0.1053,0.0000,
HOUSTON,MINNESOTA VIRTUAL ACADEMY,125,0.8880,0.0480,0.0640,0.0000,0.9120,0.0400,0.0480,0.0000,0.8720,0.0640,0.0560,0.0080,0.8880,0.0640,0.0480,0.0000,0.8320,0.1040,0.0000,0.0560,0.0080,0.6480,0.2880,0.0640,0.0000,0.6160,0.3200,0.0640,0.0000,
NORTH ST PAUL-MAPLEWOOD,HILL-MURRAY,55,0.8727,0.0545,0.0727,0.0000,0.8727,0.0545,0.0727,0.0000,0.8727,0.0545,0.0727,0.0000,0.8727,0.0545,0.0727,0.0000,0.8727,0.0545,0.0000,0.0727,0.0000,0.8727,0.0545,0.0727,0.0000,0.8727,0.0545,0.0727,0.0000,
UPPER MISSISSIPPI ACADEMY,UPPER MISSISSIPPI ACADEMY,79,0.8987,0.0000,0.1013,0.0000,0.8734,0.0253,0.1013,0.0000,0.8734,0.0253,0.1013,0.0000,0.8734,0.0253,0.1013,0.0000,0.8734,0.0253,0.0000,0.1013,0.0000,0.7722,0.1266,0.1013,0.0000,0.7468,0.1519,0.1013,0.0000,
HOWARD LAKE-WAVERLY-WINSTED,ST JAMES LUTHERAN,8,0.8750,0.0000,0.1250,0.0000,0.8750,0.0000,0.1250,0.0000,0.8750,0.0000,0.1250,0.0000,0.8750,0.0000,0.1250,0.0000,0.8750,0.0000,0.0000,0.1250,0.0000,0.7500,0.0000,0.2500,0.0000,0.7500,0.0000,0.2500,0.0000,
LAKEVILLE,LINK12 LAKEVILLE,8,0.8750,0.1250,0.0000,0.0000,0.8750,0.1250,0.0000,0.0000,0.8750,0.1250,0.0000,0.0000,0.8750,0.1250,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,0.7500,0.2500,0.0000,0.0000,
MINNESOTA NEW COUNTRY SCHOOL,MINNESOTA NEW COUNTRY SCHOOL,16,0.9375,0.0000,0.0625,0.0000,0.9375,0.0000,0.0625,0.0000,0.8750,0.0000,0.1250,0.0000,0.9375,0.0000,0.0625,0.0000,0.8750,0.0000,0.0000,0.1250,0.0000,0.7500,0.1250,0.1250,0.0000,0.7500,0.1250,0.1250,0.0000,
WORTHINGTON,WORTHINGTON 518 (VIRTUAL INSTRUCTION BY EXCELLENCE),24,0.9167,0.0000,0.0833,0.0000,0.9167,0.0000,0.0833,0.0000,0.8750,0.0417,0.0833,0.0000,0.8333,0.0833,0.0833,0.0000,0.7917,0.0833,0.0000,0.1250,0.0000,0.7083,0.1250,0.1667,0.0000,0.6667,0.1667,0.1667,0.0000,
MENAHGA,MENAHGA MIDDLE SCHOOL,90,0.8778,0.0000,0.1222,0.0000,0.8778,0.0000,0.1222,0.0000,0.8778,0.0000,0.1222,0.0000,0.8889,0.0000,0.1111,0.0000,0.7000,0.0000,0.1778,0.1222,0.0000,0.8000,0.0000,0.1889,0.0111,0.7556,0.0000,0.2333,0.0111,
ST CROIX PREPARATORY ACADEMY,ST CROIX PREPARATORY ACADEMY,91,0.9011,0.0000,0.0879,0.0110,0.8901,0.0110,0.0769,0.0220,0.8791,0.0000,0.0989,0.0220,0.8791,0.0110,0.0989,0.0110,0.8571,0.0110,0.0110,0.0879,0.0330,0.9231,0.0000,0.0769,0.0000,0.9011,0.0110,0.0879,0.0000,
MOORHEAD,PARK CHRISTIAN,25,0.9200,0.0000,0.0800,0.0000,0.8800,0.0000,0.1200,0.0000,0.8800,0.0000,0.1200,0.0000,0.9600,0.0000,0.0400,0.0000,0.8800,0.0000,0.0000,0.1200,0.0000,0.8800,0.0000,0.1200,0.0000,0.8800,0.0000,0.1200,0.0000,
EAGLE RIDGE ACADEMY CHARTER SCHOOL,EAGLE RIDGE ACADEMY CHARTER SCHOOL,101,0.9604,0.0297,0.0099,0.0000,0.9505,0.0396,0.0099,0.0000,0.8812,0.0891,0.0297,0.0000,0.9604,0.0396,0.0000,0.0000,0.8911,0.0792,0.0000,0.0198,0.0099,0.7327,0.2673,0.0000,0.0000,0.6634,0.3366,0.0000,0.0000,
DAVINCI ACADEMY,DAVINCI ACADEMY,51,0.9412,0.0000,0.0588,0.0000,0.9412,0.0000,0.0588,0.0000,0.8824,0.0000,0.1176,0.0000,0.9412,0.0000,0.0588,0.0000,0.8627,0.0000,0.0392,0.0980,0.0000,0.7647,0.0784,0.1569,0.0000,0.8235,0.0784,0.0980,0.0000,
ST. PAUL,ST. AGNES SR,60,0.8833,0.0000,0.1167,0.0000,0.8833,0.0000,0.1167,0.0000,0.8833,0.0000,0.1167,0.0000,0.8333,0.0167,0.1500,0.0000,0.8667,0.0000,0.0000,0.1333,0.0000,0.7833,0.1000,0.1167,0.0000,0.6500,0.2333,0.1167,0.0000,
COLOGNE ACADEMY,COLOGNE ACADEMY,52,0.8846,0.0000,0.1154,0.0000,0.8846,0.0000,0.1154,0.0000,0.8846,0.0000,0.1154,0.0000,0.8846,0.0000,0.1154,0.0000,0.8846,0.0000,0.0000,0.1154,0.0000,0.3077,0.5769,0.1154,0.0000,0.3077,0.5769,0.1154,0.0000,
PARNASSUS PREPARATORY SCHOOL,PARNASSUS PREPARATORY SCHOOL,78,0.9231,0.0385,0.0385,0.0000,0.8846,0.0513,0.0641,0.0000,0.8846,0.0385,0.0769,0.0000,0.9103,0.0385,0.0513,0.0000,0.8974,0.0000,0.0000,0.0897,0.0128,0.6923,0.2179,0.0897,0.0000,0.6282,0.2821,0.0897,0.0000,
PIPESTONE AREA SCHOOLS,PIPESTONE MID.,87,0.8621,0.1264,0.0115,0.0000,0.8851,0.1034,0.0115,0.0000,0.8851,0.0920,0.0230,0.0000,0.9195,0.0690,0.0115,0.0000,0.8736,0.1034,0.0115,0.0115,0.0000,0.2989,0.7011,0.0000,0.0000,0.2874,0.7011,0.0115,0.0000,
ALBERT LEA,HOLLANDALE CHRISTIAN,9,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.0000,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,
BRAINERD,ST FRANCIS OF ASSISI,18,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.8889,0.0000,0.1111,0.0000,1.0000,0.0000,0.0000,0.0000,0.8333,0.0556,0.0000,0.1111,0.0000,0.7778,0.1667,0.0556,0.0000,0.7778,0.1667,0.0556,0.0000,
CAMBRIDGE-ISANTI,CAMBRIDGE CHRISTIAN SCHOOL,9,0.0000,0.8889,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,0.0000,0.8889,0.0000,0.1111,0.0000,0.2222,0.6667,0.1111,0.0000,
CHASKA,GUARDIAN ANGELS,9,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.0000,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,
KITTSON CENTRAL,KITTSON CENTRAL SEC.,18,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.0000,0.1111,0.0000,0.8333,0.0556,0.1111,0.0000,0.8333,0.0556,0.1111,0.0000,
MOUNDS VIEW,OAK HILL MONTESSORI,9,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,0.7778,0.1111,0.0000,0.1111,0.0000,0.6667,0.2222,0.1111,0.0000,0.5556,0.3333,0.1111,0.0000,
N.E. METRO INTERMEDIATE DIST. 916,PANKALO EDUCATION CENTER,9,1.0000,0.0000,0.0000,0.0000,0.8889,0.1111,0.0000,0.0000,0.8889,0.1111,0.0000,0.0000,0.8889,0.1111,0.0000,0.0000,0.8889,0.1111,0.0000,0.0000,0.0000,0.7778,0.2222,0.0000,0.0000,0.7778,0.2222,0.0000,0.0000,
ROCHESTER,RESURRECTION LUTHERAN,9,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.8889,0.0000,0.1111,0.0000,1.0000,0.0000,0.0000,0.0000,0.7778,0.0000,0.1111,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,0.8889,0.0000,0.1111,0.0000,
PRAIRIE SEEDS ACADEMY,PRAIRIE SEEDS ACADEMY,65,0.9077,0.0923,0.0000,0.0000,0.8615,0.1385,0.0000,0.0000,0.8923,0.1077,0.0000,0.0000,0.8462,0.1538,0.0000,0.0000,0.8615,0.1385,0.0000,0.0000,0.0000,0.6615,0.3385,0.0000,0.0000,0.6769,0.3231,0.0000,0.0000,
ANOKA-HENNEPIN,LEGACY CHRISTIAN SCHOOL,38,0.8947,0.0000,0.1053,0.0000,0.8947,0.0000,0.1053,0.0000,0.8947,0.0000,0.1053,0.0000,0.8947,0.0000,0.1053,0.0000,0.8421,0.0000,0.0000,0.1579,0.0000,0.8158,0.0526,0.1316,0.0000,0.8158,0.0263,0.1579,0.0000,
BUFFALO,ST FRANCIS XAVIER,19,0.8947,0.0000,0.1053,0.0000,0.8947,0.0000,0.1053,0.0000,0.8947,0.0000,0.1053,0.0000,0.7895,0.0000,0.2105,0.0000,0.7895,0.0000,0.0000,0.2105,0.0000,0.7368,0.0000,0.2632,0.0000,0.7368,0.0000,0.2632,0.0000,
OSSEO,HERITAGE CHRISTIAN ACADEMY,19,0.9474,0.0000,0.0526,0.0000,0.8947,0.0000,0.1053,0.0000,0.8947,0.0000,0.1053,0.0000,0.8947,0.0000,0.1053,0.0000,0.8421,0.0000,0.0526,0.1053,0.0000,0.8947,0.0000,0.1053,0.0000,0.8421,0.0526,0.1053,0.0000,
ST. LOUIS PARK,HOLY FAMILY ACADEMY,19,0.8947,0.0000,0.1053,0.0000,0.8947,0.0000,0.1053,0.0000,0.8947,0.0000,0.1053,0.0000,0.8947,0.0000,0.1053,0.0000,0.8947,0.0000,0.0000,0.1053,0.0000,0.8947,0.0000,0.1053,0.0000,0.8947,0.0000,0.1053,0.0000,
TWIN CITIES ACADEMY HIGH SCHOOL,TWIN CITIES ACADEMY,105,0.9238,0.0667,0.0095,0.0000,0.9143,0.0762,0.0095,0.0000,0.8952,0.0952,0.0095,0.0000,0.9143,0.0762,0.0095,0.0000,0.9048,0.0857,0.0000,0.0095,0.0000,0.7905,0.2000,0.0095,0.0000,0.7429,0.2476,0.0095,0.0000,
BURNSVILLE,ST JOHN THE BAPTIST-SAVAGE,29,0.8966,0.0000,0.1034,0.0000,0.8966,0.0000,0.1034,0.0000,0.8966,0.0000,0.1034,0.0000,0.8966,0.0000,0.1034,0.0000,0.8966,0.0000,0.0000,0.1034,0.0000,0.9655,0.0000,0.0345,0.0000,0.9655,0.0000,0.0345,0.0000,
FRIDLEY,AL-AMAL SCHOOL,29,0.9655,0.0000,0.0345,0.0000,0.9655,0.0000,0.0345,0.0000,0.8966,0.0000,0.1034,0.0000,0.9655,0.0000,0.0345,0.0000,0.9310,0.0000,0.0000,0.0690,0.0000,0.8966,0.0000,0.1034,0.0000,0.8621,0.0000,0.1379,0.0000,
BROOKLYN CENTER,INSIGHT SCHOOL OF MINNESOTA,20,0.9000,0.0500,0.0500,0.0000,0.9000,0.0500,0.0500,0.0000,0.9000,0.0500,0.0500,0.0000,0.9000,0.0500,0.0500,0.0000,0.9000,0.0500,0.0000,0.0500,0.0000,0.8000,0.1500,0.0500,0.0000,0.7500,0.2000,0.0500,0.0000,
DETROIT LAKES,HOLY ROSARY,10,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,
FARMINGTON,GATEWAY ACADEMY,10,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,
FRIDLEY,WOODCREST BAPTIST ACADEMY,10,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.0000,0.1000,0.0000,0.2000,0.7000,0.1000,0.0000,0.2000,0.7000,0.1000,0.0000,
LACRESCENT-HOKAH,ST PETER,10,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9000,0.1000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9000,0.1000,0.0000,0.0000,0.0000,0.9000,0.1000,0.0000,0.0000,0.9000,0.1000,0.0000,0.0000,
LEWISTON-ALTURA,ST JOHN,10,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.8000,0.1000,0.0000,0.1000,0.0000,0.8000,0.1000,0.1000,0.0000,0.8000,0.1000,0.1000,0.0000,
MINNEAPOLIS,OUR LADY OF PEACE,10,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.8000,0.0000,0.1000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.8000,0.0000,0.2000,0.0000,
MINNEOTA,ST EDWARD,10,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.0000,0.1000,0.0000,0.9000,0.1000,0.0000,0.0000,0.9000,0.1000,0.0000,0.0000,
TRI-CITY UNITED SCHOOL DISTRICT,HOLY REDEEMER,10,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.9000,0.0000,0.0000,0.1000,0.0000,0.9000,0.0000,0.1000,0.0000,0.8000,0.0000,0.2000,0.0000,
TRUMAN,TRUMAN PUBLIC SCHOOL,10,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9000,0.1000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9000,0.1000,0.0000,0.0000,0.0000,0.5000,0.5000,0.0000,0.0000,0.7000,0.3000,0.0000,0.0000,
MINNEAPOLIS,SULLIVAN,61,0.9344,0.0656,0.0000,0.0000,0.9180,0.0820,0.0000,0.0000,0.9016,0.0820,0.0164,0.0000,0.9016,0.0820,0.0164,0.0000,0.8689,0.1148,0.0000,0.0164,0.0000,0.8361,0.1639,0.0000,0.0000,0.7541,0.2459,0.0000,0.0000,
ARCADIA,ARCADIA,21,0.8095,0.0952,0.0952,0.0000,0.8571,0.0476,0.0952,0.0000,0.9048,0.0000,0.0952,0.0000,0.8571,0.0476,0.0952,0.0000,0.9048,0.0000,0.0476,0.0476,0.0000,0.8571,0.0476,0.0952,0.0000,0.8095,0.0952,0.0952,0.0000,
CROSSLAKE COMMUNITY CHARTER SCHOOL,CROSSLAKE COMMUNITY CHARTER SCHOOL,21,1.0000,0.0000,0.0000,0.0000,0.6190,0.2381,0.1429,0.0000,0.9048,0.0476,0.0476,0.0000,1.0000,0.0000,0.0000,0.0000,0.9048,0.0476,0.0000,0.0476,0.0000,0.6190,0.2381,0.1429,0.0000,0.6190,0.2381,0.1429,0.0000,
ROSEVILLE,NORTH HEIGHTS CHRISTIAN ACADEMY,21,0.9048,0.0000,0.0952,0.0000,0.9048,0.0000,0.0952,0.0000,0.9048,0.0000,0.0952,0.0000,0.9048,0.0000,0.0952,0.0000,0.8571,0.0476,0.0000,0.0952,0.0000,0.8095,0.0476,0.1429,0.0000,0.8095,0.0952,0.0952,0.0000,
PACT CHARTER SCHOOL,PACT CHARTER SCHOOL,53,0.9245,0.0000,0.0755,0.0000,0.9245,0.0000,0.0755,0.0000,0.9057,0.0000,0.0943,0.0000,0.9434,0.0000,0.0566,0.0000,0.8868,0.0000,0.0189,0.0943,0.0000,0.8868,0.0000,0.1132,0.0000,0.8679,0.0000,0.1321,0.0000,
DULUTH,ST JAMES SCHOOL,11,0.9091,0.0000,0.0909,0.0000,0.9091,0.0000,0.0909,0.0000,0.9091,0.0000,0.0909,0.0000,0.9091,0.0000,0.0909,0.0000,0.9091,0.0000,0.0000,0.0909,0.0000,0.8182,0.0909,0.0909,0.0000,0.9091,0.0909,0.0000,0.0000,
LIONSGATE ACADEMY,LIONSGATE ACADEMY,22,0.9091,0.0455,0.0455,0.0000,0.9091,0.0455,0.0455,0.0000,0.9091,0.0455,0.0455,0.0000,0.8636,0.0909,0.0455,0.0000,0.8636,0.0909,0.0000,0.0455,0.0000,0.9091,0.0455,0.0455,0.0000,0.9091,0.0455,0.0455,0.0000,
ROSEVILLE,KING OF KINGS LUTHERAN,11,0.9091,0.0000,0.0909,0.0000,0.9091,0.0000,0.0909,0.0000,0.9091,0.0000,0.0909,0.0000,0.9091,0.0909,0.0000,0.0000,0.9091,0.0000,0.0000,0.0909,0.0000,0.8182,0.0909,0.0909,0.0000,0.8182,0.0909,0.0909,0.0000,
SEBEKA,SEBEKA SEC.,55,0.9091,0.0000,0.0909,0.0000,0.8727,0.0000,0.1273,0.0000,0.9091,0.0000,0.0909,0.0000,0.9091,0.0000,0.0909,0.0000,0.7818,0.0000,0.1091,0.1091,0.0000,0.8545,0.0000,0.1455,0.0000,0.8545,0.0000,0.1455,0.0000,
WILLMAR,COMMUNITY CHRISTIAN,22,0.9091,0.0000,0.0909,0.0000,0.8636,0.0455,0.0909,0.0000,0.9091,0.0000,0.0909,0.0000,0.9091,0.0000,0.0909,0.0000,0.8182,0.0000,0.0455,0.1364,0.0000,0.8182,0.0455,0.1364,0.0000,0.7273,0.1364,0.1364,0.0000,
LAKE SUPERIOR,WILLIAM KELLEY,23,0.9130,0.0000,0.0870,0.0000,0.9130,0.0000,0.0870,0.0000,0.9130,0.0000,0.0870,0.0000,0.9130,0.0000,0.0870,0.0000,0.9130,0.0000,0.0000,0.0870,0.0000,0.9130,0.0000,0.0870,0.0000,0.9130,0.0000,0.0870,0.0000,
LAPORTE,LAPORTE SEC.,23,0.9565,0.0000,0.0435,0.0000,0.9565,0.0000,0.0435,0.0000,0.9130,0.0435,0.0435,0.0000,0.9565,0.0000,0.0435,0.0000,0.9130,0.0435,0.0000,0.0435,0.0000,0.8696,0.0870,0.0435,0.0000,0.8696,0.0870,0.0435,0.0000,
MINNEAPOLIS,HERITAGE ACADEMY OF SCIENCE AND TECHNOLOGY,23,0.8261,0.1739,0.0000,0.0000,0.7391,0.2609,0.0000,0.0000,0.9130,0.0870,0.0000,0.0000,0.9130,0.0870,0.0000,0.0000,0.7391,0.2174,0.0435,0.0000,0.0000,0.8261,0.1739,0.0000,0.0000,0.7391,0.2609,0.0000,0.0000,
MINNEAPOLIS,HMONG INTERNATIONAL ACADEMY,46,0.8913,0.0870,0.0000,0.0217,0.9348,0.0652,0.0000,0.0000,0.9130,0.0870,0.0000,0.0000,0.9565,0.0435,0.0000,0.0000,0.8913,0.0870,0.0217,0.0000,0.0000,0.4565,0.5435,0.0000,0.0000,0.3696,0.6304,0.0000,0.0000,
KALEIDOSCOPE CHARTER SCHOOL,KALEIDOSCOPE CHARTER SECONDARY,35,0.9143,0.0000,0.0857,0.0000,0.9143,0.0000,0.0857,0.0000,0.9143,0.0000,0.0857,0.0000,0.9143,0.0000,0.0857,0.0000,0.9143,0.0000,0.0000,0.0857,0.0000,0.8286,0.0286,0.1429,0.0000,0.7429,0.0857,0.1714,0.0000,
MINNEAPOLIS,JEFFERSON EL.,59,0.9153,0.0847,0.0000,0.0000,0.9322,0.0678,0.0000,0.0000,0.9153,0.0847,0.0000,0.0000,0.9153,0.0678,0.0000,0.0169,0.9322,0.0678,0.0000,0.0000,0.0000,0.7797,0.2203,0.0000,0.0000,0.7458,0.2373,0.0169,0.0000,
CYBER VILLAGE ACADEMY,CYBER VILLAGE ACADEMY,24,0.7917,0.1667,0.0417,0.0000,0.8333,0.1250,0.0417,0.0000,0.9167,0.0417,0.0417,0.0000,0.9167,0.0417,0.0417,0.0000,0.7500,0.2083,0.0000,0.0417,0.0000,0.5000,0.4583,0.0417,0.0000,0.5000,0.4583,0.0417,0.0000,
GREAT EXPECTATIONS,GREAT EXPECTATIONS,12,0.8333,0.0833,0.0833,0.0000,0.9167,0.0000,0.0833,0.0000,0.9167,0.0000,0.0833,0.0000,0.9167,0.0000,0.0833,0.0000,0.8333,0.0000,0.0000,0.1667,0.0000,0.1667,0.7500,0.0833,0.0000,0.0000,0.9167,0.0833,0.0000,
KINGSLAND,KINGSLAND SR.,36,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.9167,0.0833,0.0000,0.0000,0.9722,0.0278,0.0000,0.0000,0.8611,0.1389,0.0000,0.0000,0.0000,0.8889,0.1111,0.0000,0.0000,0.7778,0.2222,0.0000,0.0000,
NORMAN COUNTY EAST,NORMAN COUNTY EAST SEC.,24,0.9583,0.0000,0.0417,0.0000,0.9583,0.0000,0.0417,0.0000,0.9167,0.0000,0.0833,0.0000,0.9583,0.0000,0.0417,0.0000,0.9167,0.0000,0.0000,0.0833,0.0000,0.9167,0.0000,0.0833,0.0000,0.9167,0.0000,0.0833,0.0000,
OGILVIE,OGILVIE SEC.,36,0.9167,0.0000,0.0833,0.0000,0.9167,0.0000,0.0833,0.0000,0.9167,0.0000,0.0833,0.0000,0.9167,0.0000,0.0833,0.0000,0.9167,0.0000,0.0000,0.0833,0.0000,1.0000,0.0000,0.0000,0.0000,0.8889,0.0000,0.1111,0.0000,
ROSEMOUNT-APPLE VALLEY-EAGAN,FIRST BAPTIST,12,0.8333,0.0833,0.0833,0.0000,0.8333,0.0833,0.0833,0.0000,0.9167,0.0000,0.0833,0.0000,0.9167,0.0000,0.0833,0.0000,0.6667,0.0000,0.0833,0.2500,0.0000,0.7500,0.0833,0.1667,0.0000,0.7500,0.0000,0.2500,0.0000,
WATERTOWN-MAYER,CHRIST COMMUNITY,12,0.8333,0.0833,0.0833,0.0000,0.9167,0.0833,0.0000,0.0000,0.9167,0.0833,0.0000,0.0000,0.9167,0.0833,0.0000,0.0000,0.9167,0.0833,0.0000,0.0000,0.0000,0.9167,0.0833,0.0000,0.0000,0.8333,0.1667,0.0000,0.0000,
CANNON RIVER STEM SCHOOL,CANNON RIVER STEM SCHOOL,37,0.9189,0.0000,0.0811,0.0000,0.9189,0.0000,0.0811,0.0000,0.9189,0.0000,0.0811,0.0000,0.9189,0.0000,0.0811,0.0000,0.8919,0.0000,0.0270,0.0811,0.0000,0.8649,0.0270,0.1081,0.0000,0.8919,0.0000,0.1081,0.0000,
MN INTERNATIONAL MIDDLE CHARTER,MN INTERNATIONAL MIDDLE CHARTER,111,0.9550,0.0450,0.0000,0.0000,0.9459,0.0541,0.0000,0.0000,0.9189,0.0721,0.0090,0.0000,0.9279,0.0721,0.0000,0.0000,0.9459,0.0450,0.0090,0.0000,0.0000,0.7568,0.2432,0.0000,0.0000,0.6486,0.3514,0.0000,0.0000,
NORTHLAND COMMUNITY SCHOOLS,NORTHLAND SEC.,25,0.9600,0.0400,0.0000,0.0000,0.9600,0.0400,0.0000,0.0000,0.9200,0.0800,0.0000,0.0000,0.9600,0.0400,0.0000,0.0000,0.8800,0.1200,0.0000,0.0000,0.0000,0.2000,0.8000,0.0000,0.0000,0.2000,0.8000,0.0000,0.0000,
BLOOMINGTON,BLOOMINGTON LUTHERAN,26,0.9615,0.0000,0.0385,0.0000,0.9231,0.0000,0.0769,0.0000,0.9231,0.0000,0.0769,0.0000,0.9231,0.0000,0.0769,0.0000,0.9231,0.0000,0.0000,0.0769,0.0000,0.9615,0.0000,0.0385,0.0000,0.9615,0.0000,0.0385,0.0000,
